SampleID ,SSID,BSSID,level,frequency,Capabilities,describeContents
1,Conferentie-TUD,00:1b:90:76:d3:f9,-72,5680,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,tudelft-dastud,00:1b:90:76:d3:fb,-72,5680,[WPA2-EAP-CCMP][ESS],0

1,eduroam,00:1b:90:76:d3:ff,-72,5680,[WPA-EAP-CCMP][WPA2-EAP-CCMP][ESS],0

1,Conferentie-TUD,00:1b:90:76:d3:f6,-75,2412,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,tudelft-dastud,00:1b:90:76:d3:f4,-75,2412,[WPA2-EAP-CCMP][ESS],0

1,TUvisitor,00:1b:90:76:d3:fc,-72,5680,[ESS],0

1,TUvisitor,00:1b:90:76:d3:f3,-75,2412,[ESS],0

1,mfold-dlink,00:26:5a:a9:99:46,-90,2447,[WPA2-PSK-CCMP][WPS][ESS],0

1,mfold-linksys,00:25:9c:ca:87:ee,-88,2447,[WPA2-PSK-CCMP][WPS][ESS],0

1,Conferentie-TUD,1c:aa:07:7b:28:09,-71,5220,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,Conferentie-TUD,00:1b:90:76:ce:16,-79,2462,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,eduroam,00:1b:90:76:ce:10,-80,2462,[WPA-EAP-CCMP][WPA2-EAP-CCMP][ESS],0

1,tudelft-dastud,00:1b:90:76:ce:14,-79,2462,[WPA2-EAP-CCMP][ESS],0

1,TUvisitor,00:1b:90:76:ce:13,-80,2462,[ESS],0

1,tudelft-dastud,1c:aa:07:7b:28:0b,-70,5220,[WPA2-EAP-CCMP][ESS],0

1,eduroam,1c:aa:07:7b:28:0f,-70,5220,[WPA-EAP-CCMP][WPA2-EAP-CCMP][ESS],0

1,TUvisitor,1c:aa:07:7b:28:0c,-70,5220,[ESS],0

1,TUvisitor,00:1b:90:76:ce:1c,-79,5580,[ESS],0

1,C150BRS4,00:22:f7:20:a1:98,-91,2412,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],0

1,tudelft-dastud,00:1b:90:76:ce:1b,-79,5580,[WPA2-EAP-CCMP][ESS],0

1,Conferentie-TUD,00:1b:90:76:ce:19,-79,5580,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,eduroam,00:1b:90:76:ce:1f,-78,5580,[WPA-EAP-CCMP][WPA2-EAP-CCMP][ESS],0

1,Conferentie-TUD,1c:aa:07:7b:28:06,-62,2412,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,eduroam,1c:aa:07:7b:28:00,-61,2412,[WPA-EAP-CCMP][WPA2-EAP-CCMP][ESS],0

1,KLINUX,00:0e:a6:27:4d:fb,-93,2417,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],0

1,Conferentie-TUD,1c:aa:07:7b:37:d6,-81,2437,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,TUvisitor,1c:aa:07:7b:28:03,-70,2412,[ESS],0

1,tudelft-dastud,1c:aa:07:7b:37:d4,-80,2437,[WPA2-EAP-CCMP][ESS],0

