SampleID ,SSID,BSSID,level,frequency,Capabilities,describeContents
1,C150BRS4,00:22:f7:20:a1:98,-92,2412,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],0

1,mfold-linksys,00:25:9c:ca:87:ee,-92,2447,[WPA2-PSK-CCMP][WPS][ESS],0

1,Conferentie-TUD,00:1b:90:76:d3:f9,-73,5680,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,tudelft-dastud,00:1b:90:76:d3:fb,-74,5680,[WPA2-EAP-CCMP][ESS],0

1,TUvisitor,00:1b:90:76:d3:fc,-73,5680,[ESS],0

1,eduroam,00:1b:90:76:d3:f0,-66,2412,[WPA-EAP-CCMP][WPA2-EAP-CCMP][ESS],0

1,eduroam,00:1b:90:76:d3:ff,-74,5680,[WPA-EAP-CCMP][WPA2-EAP-CCMP][ESS],0

1,tudelft-dastud,00:1b:90:76:d3:f4,-66,2412,[WPA2-EAP-CCMP][ESS],0

1,Conferentie-TUD,00:1b:90:76:d3:f6,-67,2412,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,TUvisitor,00:1b:90:76:d3:f3,-66,2412,[ESS],0

1,mfold-dlink,00:26:5a:a9:99:46,-91,2447,[WPA2-PSK-CCMP][WPS][ESS],0

1,sape,20:c9:d0:18:43:f3,-85,2412,[WPA2-PSK-CCMP][ESS],0

1,sape,20:c9:d0:18:43:f4,-89,5540,[WPA2-PSK-CCMP][ESS],0

1,P2PROSHANGUPTA-PC,78:e4:00:dc:ca:0e,-71,2462,[WPA2-PSK-CCMP][ESS],0

1,SLDE-™-2,5c:96:9d:65:76:8d,-78,2462,[WPA2-PSK-CCMP][ESS],0

1,P2P-Next,5c:d9:98:e3:e6:c4,-71,2437,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],0

1,SLDE-™-2 5GHz,5c:96:9d:65:76:8e,-88,5500,[WPA2-PSK-CCMP][ESS],0

1,Conferentie-TUD,1c:aa:07:7b:39:16,-71,2412,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,TUvisitor,1c:aa:07:7b:39:13,-69,2412,[ESS],0

1,Conferentie-TUD,1c:aa:07:6e:31:a9,-78,5220,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,Conferentie-TUD,1c:aa:07:6e:31:a6,-70,2462,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,eduroam,1c:aa:07:6e:31:a0,-79,2462,[WPA-EAP-CCMP][WPA2-EAP-CCMP][ESS],0

1,tudelft-dastud,1c:aa:07:6e:31:a4,-79,2462,[WPA2-EAP-CCMP][ESS],0

1,Conferentie-TUD,1c:aa:07:7b:39:19,-83,5300,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,SANDER,1c:af:f7:18:0e:4a,-91,2437,[WPA2-PSK-CCMP][ESS],0

1,SitecomC2D19C,00:0c:f6:c2:d1:9c,-93,2462,[WPA2-PSK-CCMP][WPS][ESS],0

1,TUvisitor,1c:aa:07:6e:31:ac,-78,5220,[ESS],0

1,TUvisitor,1c:aa:07:7b:39:1c,-83,5300,[ESS],0

1,eduroam,1c:aa:07:6e:31:af,-78,5220,[WPA-EAP-CCMP][WPA2-EAP-CCMP][ESS],0

1,tudelft-dastud,1c:aa:07:6e:31:ab,-79,5220,[WPA2-EAP-CCMP][ESS],0

1,tudelft-dastud,1c:aa:07:7b:39:1b,-84,5300,[WPA2-EAP-CCMP][ESS],0

1,Conferentie-TUD,1c:aa:07:7b:37:06,-82,2437,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],0

1,tudelft-dastud,1c:aa:07:7b:37:04,-83,2437,[WPA2-EAP-CCMP][ESS],0

