-91,4,0.01438849
-89,12,0.043165468
-88,4,0.01438849
-86,15,0.053956833
-84,6,0.021582734
-83,12,0.043165468
-82,14,0.05035971
-81,31,0.11151079
-78,8,0.02877698
-77,4,0.01438849
-76,28,0.10071942
-74,8,0.02877698
-73,16,0.05755396
-72,8,0.02877698
-71,12,0.043165468
-70,20,0.07194245
-69,20,0.07194245
-68,4,0.01438849
-66,12,0.043165468
-65,12,0.043165468
-64,4,0.01438849
-63,4,0.01438849
-60,12,0.043165468
-59,4,0.01438849
-55,4,0.01438849
